team_a,team_b,matches_2006_2026,team_a_wins,draws,team_b_wins,goals_a,goals_b,first_match,last_match,source_dataset,source_url
Paraguay,Uruguay,13,2,5,6,7,16,2007-10-17,2025-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Paraguay,Uzbekistan,0,0,0,0,0,0,,,,
Portugal,Qatar,2,2,0,0,6,1,2021-09-04,2021-10-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Saudi Arabia,1,1,0,0,3,0,2017-11-10,2017-11-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Scotland,3,2,1,0,5,2,2018-10-14,2024-10-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Senegal,0,0,0,0,0,0,,,,
Portugal,South Africa,1,1,0,0,2,0,2009-03-31,2009-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,South Korea,1,0,0,1,1,2,2022-12-02,2022-12-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Spain,9,1,6,2,10,8,2010-06-29,2025-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Sweden,8,5,2,1,16,7,2008-10-11,2024-03-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Switzerland,7,4,0,3,15,7,2008-06-15,2022-12-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Tunisia,1,0,1,0,2,2,2018-05-28,2018-05-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Turkey,4,3,0,1,9,4,2008-06-07,2024-06-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,United States,3,1,2,0,5,3,2014-06-22,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Uruguay,2,1,0,1,3,2,2018-06-30,2022-11-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Portugal,Uzbekistan,0,0,0,0,0,0,,,,
Qatar,Saudi Arabia,10,4,4,2,14,9,2007-01-21,2019-12-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Qatar,Scotland,1,0,0,1,0,1,2015-06-05,2015-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Qatar,Senegal,1,0,0,1,1,3,2022-11-25,2022-11-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Qatar,South Africa,0,0,0,0,0,0,,,,
Qatar,South Korea,6,2,0,4,9,13,2012-06-08,2020-11-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Qatar,Spain,0,0,0,0,0,0,,,,
Qatar,Sweden,0,0,0,0,0,0,,,,
Qatar,Switzerland,1,1,0,0,1,0,2018-11-14,2018-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Qatar,Tunisia,1,0,0,1,0,3,2025-12-07,2025-12-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Qatar,Turkey,1,0,0,1,1,2,2015-11-13,2015-11-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Qatar,United States,1,0,0,1,0,1,2021-07-29,2021-07-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Qatar,Uruguay,0,0,0,0,0,0,,,,
Qatar,Uzbekistan,13,3,1,9,11,24,2006-11-15,2025-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Saudi Arabia,Scotland,0,0,0,0,0,0,,,,
Saudi Arabia,Senegal,0,0,0,0,0,0,,,,
Saudi Arabia,South Africa,0,0,0,0,0,0,,,,
Saudi Arabia,South Korea,7,0,4,3,2,7,2007-07-11,2024-01-30,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Saudi Arabia,Spain,3,0,0,3,2,9,2006-06-23,2012-09-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Saudi Arabia,Sweden,0,0,0,0,0,0,,,,
Saudi Arabia,Switzerland,0,0,0,0,0,0,,,,
Saudi Arabia,Tunisia,2,1,1,0,3,2,2006-06-14,2009-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Saudi Arabia,Turkey,1,0,0,1,0,1,2006-05-31,2006-05-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Saudi Arabia,United States,2,0,1,1,0,1,2022-09-27,2025-06-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Saudi Arabia,Uruguay,2,0,1,1,1,2,2014-10-10,2018-06-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Saudi Arabia,Uzbekistan,7,5,0,2,17,9,2007-07-22,2021-06-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Scotland,Senegal,0,0,0,0,0,0,,,,
Scotland,South Africa,1,1,0,0,1,0,2007-08-22,2007-08-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Scotland,South Korea,0,0,0,0,0,0,,,,
Scotland,Spain,4,1,0,3,5,8,2010-10-12,2023-10-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Scotland,Sweden,1,0,0,1,0,3,2010-08-11,2010-08-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Scotland,Switzerland,1,0,1,0,1,1,2024-06-19,2024-06-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Scotland,Tunisia,0,0,0,0,0,0,,,,
Scotland,Turkey,1,0,0,1,1,2,2022-11-16,2022-11-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Scotland,United States,2,0,1,1,1,5,2012-05-26,2013-11-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Scotland,Uruguay,0,0,0,0,0,0,,,,
Scotland,Uzbekistan,0,0,0,0,0,0,,,,
Senegal,South Africa,7,2,4,1,6,4,2008-01-31,2021-07-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Senegal,South Korea,2,1,0,1,2,2,2009-10-14,2018-06-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Senegal,Spain,0,0,0,0,0,0,,,,
Senegal,Sweden,0,0,0,0,0,0,,,,
Senegal,Switzerland,0,0,0,0,0,0,,,,
Senegal,Tunisia,5,2,2,1,5,3,2008-01-23,2019-07-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Senegal,Turkey,0,0,0,0,0,0,,,,
Senegal,United States,0,0,0,0,0,0,,,,
Senegal,Uruguay,0,0,0,0,0,0,,,,
Senegal,Uzbekistan,1,0,1,0,1,1,2018-03-23,2018-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Africa,South Korea,0,0,0,0,0,0,,,,
South Africa,Spain,3,1,0,2,3,5,2009-06-20,2013-11-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Africa,Sweden,0,0,0,0,0,0,,,,
South Africa,Switzerland,0,0,0,0,0,0,,,,
South Africa,Tunisia,2,0,1,1,1,3,2008-01-27,2024-01-24,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Africa,Turkey,0,0,0,0,0,0,,,,
South Africa,United States,2,0,0,2,0,2,2007-11-17,2010-11-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Africa,Uruguay,2,0,1,1,0,3,2007-09-12,2010-06-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Africa,Uzbekistan,0,0,0,0,0,0,,,,
South Korea,Spain,3,0,0,3,2,11,2010-06-03,2016-06-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Korea,Sweden,1,0,0,1,0,1,2018-06-18,2018-06-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Korea,Switzerland,2,1,0,1,2,3,2006-06-23,2013-11-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Korea,Tunisia,2,1,0,1,4,1,2014-05-28,2023-10-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Korea,Turkey,1,0,1,0,0,0,2011-02-09,2011-02-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Korea,United States,2,1,0,1,2,2,2014-02-01,2025-09-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Korea,Uruguay,6,1,1,4,4,8,2007-03-24,2023-03-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
South Korea,Uzbekistan,11,8,3,0,24,9,2007-07-05,2018-11-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Spain,Sweden,8,4,2,2,11,6,2006-10-07,2021-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Spain,Switzerland,9,4,3,2,13,9,2010-06-16,2024-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Spain,Tunisia,2,2,0,0,4,1,2006-06-19,2018-06-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Spain,Turkey,5,4,1,0,14,3,2009-03-28,2025-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Spain,United States,3,2,0,1,5,2,2008-06-04,2011-06-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Spain,Uruguay,2,2,0,0,5,2,2013-02-06,2013-06-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Spain,Uzbekistan,0,0,0,0,0,0,,,,
Sweden,Switzerland,3,1,0,2,2,6,2018-07-03,2025-11-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Sweden,Tunisia,0,0,0,0,0,0,,,,
Sweden,Turkey,5,1,1,3,5,7,2008-02-06,2018-11-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Sweden,United States,3,1,0,2,3,5,2007-08-22,2009-01-24,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Sweden,Uruguay,0,0,0,0,0,0,,,,
Sweden,Uzbekistan,1,1,0,0,2,1,2021-09-05,2021-09-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Switzerland,Tunisia,1,1,0,0,2,1,2012-11-14,2012-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Switzerland,Turkey,2,1,0,1,4,3,2008-06-11,2021-06-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Switzerland,United States,4,2,1,1,7,3,2007-10-17,2025-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Switzerland,Uruguay,1,0,0,1,1,3,2010-03-03,2010-03-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Switzerland,Uzbekistan,0,0,0,0,0,0,,,,
Tunisia,Turkey,1,0,1,0,2,2,2018-06-01,2018-06-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Tunisia,United States,0,0,0,0,0,0,,,,
Tunisia,Uruguay,1,0,1,0,0,0,2006-06-02,2006-06-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Tunisia,Uzbekistan,0,0,0,0,0,0,,,,
Turkey,United States,3,1,0,2,4,5,2010-05-29,2025-06-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Turkey,Uruguay,1,0,0,1,2,3,2008-05-25,2008-05-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Turkey,Uzbekistan,1,1,0,0,2,0,2019-06-02,2019-06-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
United States,Uruguay,4,1,2,1,6,3,2019-09-10,2025-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
United States,Uzbekistan,1,1,0,0,3,0,2023-09-09,2023-09-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Uruguay,Uzbekistan,2,2,0,0,5,1,2018-06-07,2025-10-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
